iter	Passed	Remaining
434	953	1238
435	955	1235
436	957	1233
437	958	1229
438	960	1227
439	961	1223
440	963	1221
441	965	1218
442	967	1216
443	969	1213
444	971	1211
445	972	1208
446	974	1205
447	975	1202
448	977	1199
449	978	1195
450	982	1195
451	985	1194
452	986	1191
453	989	1189
454	991	1188
455	993	1185
456	995	1182
457	996	1179
458	998	1176
459	999	1173
460	1003	1173
461	1005	1170
462	1007	1168
463	1009	1165
464	1010	1162
465	1012	1160
466	1014	1157
467	1015	1154
468	1018	1152
469	1019	1149
470	1021	1146
471	1022	1144
472	1024	1141
473	1026	1139
474	1028	1136
475	1029	1133
476	1031	1130
477	1033	1129
478	1037	1128
479	1040	1127
480	1042	1124
481	1044	1122
482	1046	1120
483	1048	1118
484	1050	1115
485	1053	1114
486	1056	1112
487	1058	1110
488	1060	1108
489	1062	1105
490	1064	1103
491	1068	1102
492	1070	1100
493	1073	1099
494	1075	1096
495	1076	1094
496	1078	1091
497	1079	1088
498	1082	1086
499	1084	1084
500	1085	1080
501	1088	1079
502	1089	1076
503	1091	1074
504	1094	1072
505	1097	1071
506	1100	1070
507	1103	1068
508	1104	1065
509	1105	1062
510	1107	1059
511	1109	1057
512	1110	1054
513	1114	1053
514	1115	1050
515	1116	1047
516	1118	1044
517	1120	1042
518	1123	1040
519	1125	1039
520	1127	1036
521	1129	1034
522	1131	1032
523	1133	1029
524	1134	1026
525	1137	1025
526	1140	1023
527	1142	1021
528	1145	1019
529	1146	1016
530	1148	1014
531	1150	1011
532	1153	1010
533	1155	1008
534	1160	1008
535	1162	1006
536	1164	1004
537	1166	1001
538	1167	998
539	1169	995
540	1170	993
541	1172	990
542	1174	988
543	1176	986
544	1178	983
545	1181	982
546	1182	979
547	1184	976
548	1186	974
549	1189	972
550	1190	970
551	1192	967
552	1194	965
553	1198	964
554	1199	961
555	1202	959
556	1204	957
557	1205	955
558	1207	952
559	1209	949
560	1211	948
561	1213	945
562	1216	943
563	1220	943
564	1223	941
565	1224	939
566	1226	936
567	1227	933
568	1230	931
569	1231	929
570	1233	926
571	1234	923
572	1236	921
573	1237	918
574	1238	915
575	1240	913
576	1242	911
577	1244	908
578	1246	906
579	1249	905
580	1251	902
581	1253	900
582	1255	897
583	1256	895
584	1260	894
585	1262	892
586	1267	891
587	1268	888
588	1270	886
589	1272	883
590	1273	881
591	1275	879
592	1281	879
593	1282	876
594	1283	873
595	1285	871
596	1288	869
597	1289	867
598	1291	864
599	1294	863
600	1296	860
601	1298	858
602	1300	856
603	1303	854
604	1305	852
605	1308	850
606	1310	848
607	1311	845
608	1313	843
609	1315	841
610	1318	839
611	1320	837
612	1325	836
613	1327	834
614	1329	832
615	1331	829
616	1332	827
617	1334	824
618	1335	822
619	1338	820
620	1339	817
621	1340	814
622	1343	812
623	1345	810
624	1347	808
625	1350	806
626	1351	804
627	1354	802
628	1357	800
629	1358	798
630	1361	796
631	1362	793
632	1364	790
633	1365	788
634	1367	785
635	1370	784
636	1371	781
637	1373	779
638	1377	778
639	1378	775
640	1380	772
641	1381	770
642	1382	767
643	1386	766
644	1388	763
645	1389	761
646	1391	759
647	1394	757
648	1397	755
649	1400	753
650	1402	752
651	1405	749
652	1406	747
653	1408	745
654	1410	742
655	1411	740
656	1413	737
657	1414	735
658	1416	733
659	1418	730
660	1420	728
661	1421	725
662	1422	723
663	1424	720
664	1425	718
665	1428	716
666	1430	713
667	1431	711
668	1433	709
669	1434	706
670	1436	704
671	1439	702
672	1441	700
673	1444	698
674	1445	696
675	1447	693
676	1450	691
677	1451	689
678	1453	687
679	1455	684
680	1458	683
681	1459	680
682	1461	678
683	1463	676
684	1464	673
685	1467	671
686	1469	669
687	1470	666
688	1473	665
689	1476	663
690	1478	661
691	1479	658
692	1481	656
693	1482	653
694	1484	651
695	1487	649
696	1488	647
697	1492	645
698	1495	643
699	1497	641
700	1499	639
701	1501	637
702	1504	635
703	1505	633
704	1508	631
705	1510	628
706	1512	626
707	1515	624
708	1517	622
709	1518	620
710	1522	618
711	1523	616
712	1525	614
713	1527	611
714	1530	609
715	1533	608
716	1536	606
717	1537	603
718	1540	601
719	1542	599
720	1545	598
721	1546	595
722	1548	593
723	1549	590
724	1551	588
725	1553	586
726	1556	584
727	1560	582
728	1561	580
729	1563	578
730	1566	576
731	1568	574
732	1571	572
733	1572	570
734	1575	568
735	1577	565
736	1579	563
737	1580	561
738	1584	559
739	1586	557
740	1589	555
741	1593	554
742	1595	551
743	1596	549
744	1598	547
745	1601	545
746	1603	543
747	1605	540
748	1606	538
749	1609	536
750	1612	534
751	1613	532
752	1614	529
753	1617	527
754	1618	525
755	1620	522
756	1622	520
757	1624	518
758	1628	517
759	1630	514
760	1632	512
761	1635	510
762	1636	508
763	1639	506
764	1642	504
765	1643	502
766	1646	500
767	1650	498
768	1653	496
769	1654	494
770	1658	492
771	1660	490
772	1662	488
773	1664	485
774	1666	483
775	1668	481
776	1671	479
777	1674	477
778	1676	475
779	1677	473
780	1679	471
781	1681	468
782	1682	466
783	1684	463
784	1686	461
785	1688	459
786	1693	458
787	1695	456
788	1698	454
789	1700	452
790	1702	449
791	1705	447
792	1707	445
793	1710	443
794	1712	441
795	1713	439
796	1716	437
797	1718	435
798	1721	432
799	1723	430
800	1726	428
801	1728	426
802	1729	424
803	1731	422
804	1733	419
805	1734	417
806	1737	415
807	1739	413
808	1742	411
809	1743	408
810	1745	406
811	1747	404
812	1748	402
813	1751	400
814	1752	397
815	1755	395
816	1756	393
817	1757	391
818	1759	388
819	1762	386
820	1764	384
821	1766	382
822	1767	380
823	1769	377
824	1771	375
825	1773	373
826	1776	371
827	1779	369
828	1781	367
829	1785	365
830	1787	363
831	1789	361
832	1790	358
833	1792	356
834	1794	354
835	1795	352
836	1797	349
837	1799	347
838	1802	345
839	1804	343
840	1806	341
841	1808	339
842	1810	337
843	1811	334
844	1813	332
845	1815	330
846	1819	328
847	1823	326
848	1824	324
849	1825	322
850	1828	320
851	1829	317
852	1831	315
853	1833	313
854	1835	311
855	1840	309
856	1842	307
857	1843	305
858	1845	302
859	1847	300
860	1852	299
861	1854	296
862	1857	294
863	1861	292
864	1864	290
865	1866	288
866	1868	286
867	1871	284
868	1873	282
869	1876	280
870	1877	278
871	1882	276
872	1885	274
873	1886	271
874	1889	269
875	1891	267
876	1893	265
877	1895	263
878	1896	261
879	1898	258
880	1900	256
881	1902	254
882	1906	252
883	1909	250
884	1911	248
885	1913	246
886	1916	244
887	1918	241
888	1920	239
889	1921	237
890	1922	235
891	1925	233
892	1927	230
893	1928	228
894	1931	226
895	1933	224
896	1935	222
897	1937	220
898	1939	217
899	1941	215
900	1943	213
901	1945	211
902	1950	209
903	1954	207
904	1955	205
905	1958	203
906	1961	201
907	1962	198
908	1964	196
909	1967	194
910	1969	192
911	1972	190
912	1974	188
913	1976	185
914	1978	183
915	1980	181
916	1982	179
917	1983	177
918	1985	174
919	1987	172
920	1988	170
921	1990	168
922	1993	166
923	1996	164
924	1997	161
925	1999	159
926	2001	157
927	2004	155
928	2006	153
929	2009	151
930	2013	149
931	2015	147
932	2017	144
933	2018	142
934	2019	140
935	2024	138
936	2025	136
937	2027	134
938	2028	131
939	2030	129
940	2033	127
941	2034	125
942	2035	123
943	2036	120
944	2038	118
945	2040	116
946	2041	114
947	2044	112
948	2046	109
949	2050	107
950	2051	105
951	2054	103
952	2055	101
953	2058	99
954	2060	97
955	2062	94
956	2063	92
957	2064	90
958	2066	88
959	2068	86
960	2071	84
961	2072	81
962	2074	79
963	2078	77
964	2081	75
965	2085	73
966	2088	71
967	2091	69
968	2092	66
969	2094	64
970	2097	62
971	2101	60
972	2102	58
973	2103	56
974	2105	53
975	2107	51
976	2108	49
977	2113	47
978	2115	45
979	2117	43
980	2119	41
981	2121	38
982	2124	36
983	2126	34
984	2127	32
985	2131	30
986	2133	28
987	2135	25
988	2137	23
989	2140	21
990	2142	19
991	2144	17
992	2145	15
993	2147	12
994	2150	10
995	2151	8
996	2154	6
997	2157	4
998	2160	2
999	2162	0
